daily_demand,invoice_year,invoice_month,invoice_day,weekend,festive_month,holidays,weekday,quarter,service_type_enc
1,2017,9,14,0,0,0,4,3,318
3,2017,9,14,0,0,0,4,3,346
1,2017,9,14,0,0,0,4,3,434
1,2017,9,14,0,0,0,4,3,489
2,2017,9,14,0,0,0,4,3,500
1,2017,9,15,0,0,0,5,3,2
1,2017,9,15,0,0,0,5,3,10
5,2017,9,15,0,0,0,5,3,46
1,2017,9,15,0,0,0,5,3,71
6,2017,9,15,0,0,0,5,3,76
1,2017,9,15,0,0,0,5,3,84
1,2017,9,15,0,0,0,5,3,90
1,2017,9,15,0,0,0,5,3,108
1,2017,9,15,0,0,0,5,3,125
6,2017,9,15,0,0,0,5,3,148
5,2017,9,15,0,0,0,5,3,209
1,2017,9,15,0,0,0,5,3,257
1,2017,9,15,0,0,0,5,3,280
1,2017,9,15,0,0,0,5,3,301
1,2017,9,15,0,0,0,5,3,318
1,2017,9,15,0,0,0,5,3,337
1,2017,9,15,0,0,0,5,3,346
2,2017,9,15,0,0,0,5,3,407
1,2017,9,15,0,0,0,5,3,451
1,2017,9,15,0,0,0,5,3,453
1,2017,9,15,0,0,0,5,3,455
3,2017,9,15,0,0,0,5,3,483
2,2017,9,15,0,0,0,5,3,500
3,2017,9,16,0,0,0,6,3,2
2,2017,9,16,0,0,0,6,3,10
1,2017,9,16,0,0,0,6,3,18
1,2017,9,16,0,0,0,6,3,41
5,2017,9,16,0,0,0,6,3,76
1,2017,9,16,0,0,0,6,3,92
3,2017,9,16,0,0,0,6,3,108
1,2017,9,16,0,0,0,6,3,117
1,2017,9,16,0,0,0,6,3,124
1,2017,9,16,0,0,0,6,3,125
1,2017,9,16,0,0,0,6,3,146
5,2017,9,16,0,0,0,6,3,148
2,2017,9,16,0,0,0,6,3,209
1,2017,9,16,0,0,0,6,3,212
2,2017,9,16,0,0,0,6,3,257
1,2017,9,16,0,0,0,6,3,346
2,2017,9,16,0,0,0,6,3,407
2,2017,9,17,0,0,0,7,3,2
4,2017,9,17,0,0,0,7,3,10
4,2017,9,17,0,0,0,7,3,76
1,2017,9,17,0,0,0,7,3,90
1,2017,9,17,0,0,0,7,3,108
2,2017,9,17,0,0,0,7,3,125
1,2017,9,17,0,0,0,7,3,128
4,2017,9,17,0,0,0,7,3,148
2,2017,9,17,0,0,0,7,3,166
2,2017,9,17,0,0,0,7,3,209
1,2017,9,17,0,0,0,7,3,301
1,2017,9,17,0,0,0,7,3,489
2,2017,9,18,0,0,0,1,3,2
4,2017,9,18,0,0,0,1,3,10
3,2017,9,18,0,0,0,1,3,46
6,2017,9,18,0,0,0,1,3,76
2,2017,9,18,0,0,0,1,3,80
2,2017,9,18,0,0,0,1,3,92
1,2017,9,18,0,0,0,1,3,99
2,2017,9,18,0,0,0,1,3,108
1,2017,9,18,0,0,0,1,3,117
1,2017,9,18,0,0,0,1,3,125
5,2017,9,18,0,0,0,1,3,128
7,2017,9,18,0,0,0,1,3,148
6,2017,9,18,0,0,0,1,3,209
1,2017,9,18,0,0,0,1,3,251
3,2017,9,18,0,0,0,1,3,318
1,2017,9,18,0,0,0,1,3,341
2,2017,9,18,0,0,0,1,3,346
2,2017,9,18,0,0,0,1,3,445
2,2017,9,18,0,0,0,1,3,483
2,2017,9,18,0,0,0,1,3,500
5,2017,9,19,0,0,0,2,3,2
8,2017,9,19,0,0,0,2,3,10
1,2017,9,19,0,0,0,2,3,35
1,2017,9,19,0,0,0,2,3,46
10,2017,9,19,0,0,0,2,3,76
1,2017,9,19,0,0,0,2,3,81
1,2017,9,19,0,0,0,2,3,90
1,2017,9,19,0,0,0,2,3,94
6,2017,9,19,0,0,0,2,3,108
1,2017,9,19,0,0,0,2,3,125
2,2017,9,19,0,0,0,2,3,128
10,2017,9,19,0,0,0,2,3,148
1,2017,9,19,0,0,0,2,3,171
1,2017,9,19,0,0,0,2,3,206
5,2017,9,19,0,0,0,2,3,209
1,2017,9,19,0,0,0,2,3,227
1,2017,9,19,0,0,0,2,3,242
1,2017,9,19,0,0,0,2,3,318
2,2017,9,19,0,0,0,2,3,346
1,2017,9,19,0,0,0,2,3,373
1,2017,9,19,0,0,0,2,3,410
1,2017,9,19,0,0,0,2,3,432
1,2017,9,19,0,0,0,2,3,483
3,2017,9,20,0,0,0,3,3,10
1,2017,9,20,0,0,0,3,3,11
1,2017,9,20,0,0,0,3,3,46
5,2017,9,20,0,0,0,3,3,76
3,2017,9,20,0,0,0,3,3,125
4,2017,9,20,0,0,0,3,3,148
1,2017,9,20,0,0,0,3,3,166
5,2017,9,20,0,0,0,3,3,209
1,2017,9,20,0,0,0,3,3,258
1,2017,9,20,0,0,0,3,3,318
1,2017,9,20,0,0,0,3,3,336
1,2017,9,20,0,0,0,3,3,385
1,2017,9,20,0,0,0,3,3,407
1,2017,9,20,0,0,0,3,3,461
1,2017,9,20,0,0,0,3,3,483
1,2017,9,20,0,0,0,3,3,502
4,2017,9,21,0,0,0,4,3,2
2,2017,9,21,0,0,0,4,3,10
1,2017,9,21,0,0,0,4,3,46
1,2017,9,21,0,0,0,4,3,74
7,2017,9,21,0,0,0,4,3,76
5,2017,9,21,0,0,0,4,3,108
1,2017,9,21,0,0,0,4,3,109
2,2017,9,21,0,0,0,4,3,128
7,2017,9,21,0,0,0,4,3,148
2,2017,9,21,0,0,0,4,3,209
1,2017,9,21,0,0,0,4,3,232
1,2017,9,21,0,0,0,4,3,318
4,2017,9,21,0,0,0,4,3,346
1,2017,9,21,0,0,0,4,3,483
4,2017,9,22,0,0,0,5,3,2
1,2017,9,22,0,0,0,5,3,10
1,2017,9,22,0,0,0,5,3,46
6,2017,9,22,0,0,0,5,3,76
1,2017,9,22,0,0,0,5,3,77
1,2017,9,22,0,0,0,5,3,80
1,2017,9,22,0,0,0,5,3,99
4,2017,9,22,0,0,0,5,3,108
1,2017,9,22,0,0,0,5,3,125
7,2017,9,22,0,0,0,5,3,148
3,2017,9,22,0,0,0,5,3,209
1,2017,9,22,0,0,0,5,3,214
1,2017,9,22,0,0,0,5,3,221
4,2017,9,22,0,0,0,5,3,346
1,2017,9,22,0,0,0,5,3,500
4,2017,9,23,0,0,0,6,3,2
6,2017,9,23,0,0,0,6,3,10
1,2017,9,23,0,0,0,6,3,46
12,2017,9,23,0,0,0,6,3,76
3,2017,9,23,0,0,0,6,3,108
4,2017,9,23,0,0,0,6,3,125
12,2017,9,23,0,0,0,6,3,148
8,2017,9,23,0,0,0,6,3,209
1,2017,9,23,0,0,0,6,3,210
1,2017,9,23,0,0,0,6,3,257
1,2017,9,23,0,0,0,6,3,301
1,2017,9,23,0,0,0,6,3,318
2,2017,9,23,0,0,0,6,3,346
1,2017,9,23,0,0,0,6,3,373
2,2017,9,23,0,0,0,6,3,483
3,2017,9,24,0,0,0,7,3,2
3,2017,9,24,0,0,0,7,3,10
1,2017,9,24,0,0,0,7,3,11
3,2017,9,24,0,0,0,7,3,46
6,2017,9,24,0,0,0,7,3,76
1,2017,9,24,0,0,0,7,3,80
3,2017,9,24,0,0,0,7,3,108
1,2017,9,24,0,0,0,7,3,125
8,2017,9,24,0,0,0,7,3,148
4,2017,9,24,0,0,0,7,3,209
1,2017,9,24,0,0,0,7,3,268
1,2017,9,24,0,0,0,7,3,318
2,2017,9,24,0,0,0,7,3,346
2,2017,9,24,0,0,0,7,3,441
1,2017,9,24,0,0,0,7,3,500
4,2017,9,25,0,0,0,1,3,2
1,2017,9,25,0,0,0,1,3,8
2,2017,9,25,0,0,0,1,3,10
2,2017,9,25,0,0,0,1,3,11
1,2017,9,25,0,0,0,1,3,15
1,2017,9,25,0,0,0,1,3,16
1,2017,9,25,0,0,0,1,3,22
1,2017,9,25,0,0,0,1,3,31
1,2017,9,25,0,0,0,1,3,38
2,2017,9,25,0,0,0,1,3,46
11,2017,9,25,0,0,0,1,3,76
1,2017,9,25,0,0,0,1,3,84
1,2017,9,25,0,0,0,1,3,92
1,2017,9,25,0,0,0,1,3,106
4,2017,9,25,0,0,0,1,3,108
1,2017,9,25,0,0,0,1,3,114
1,2017,9,25,0,0,0,1,3,115
1,2017,9,25,0,0,0,1,3,130
1,2017,9,25,0,0,0,1,3,142
1,2017,9,25,0,0,0,1,3,146
10,2017,9,25,0,0,0,1,3,148
6,2017,9,25,0,0,0,1,3,209
1,2017,9,25,0,0,0,1,3,237
1,2017,9,25,0,0,0,1,3,245
2,2017,9,25,0,0,0,1,3,267
1,2017,9,25,0,0,0,1,3,282
1,2017,9,25,0,0,0,1,3,318
1,2017,9,25,0,0,0,1,3,329
2,2017,9,25,0,0,0,1,3,346
1,2017,9,25,0,0,0,1,3,374
1,2017,9,25,0,0,0,1,3,394
1,2017,9,25,0,0,0,1,3,407
1,2017,9,25,0,0,0,1,3,434
1,2017,9,25,0,0,0,1,3,436
1,2017,9,25,0,0,0,1,3,445
1,2017,9,25,0,0,0,1,3,451
1,2017,9,25,0,0,0,1,3,453
1,2017,9,25,0,0,0,1,3,455
1,2017,9,25,0,0,0,1,3,464
1,2017,9,25,0,0,0,1,3,465
1,2017,9,25,0,0,0,1,3,466
1,2017,9,25,0,0,0,1,3,500
1,2017,9,26,0,0,0,2,3,2
4,2017,9,26,0,0,0,2,3,10
2,2017,9,26,0,0,0,2,3,15
1,2017,9,26,0,0,0,2,3,46
1,2017,9,26,0,0,0,2,3,52
4,2017,9,26,0,0,0,2,3,76
1,2017,9,26,0,0,0,2,3,90
1,2017,9,26,0,0,0,2,3,108
1,2017,9,26,0,0,0,2,3,131
1,2017,9,26,0,0,0,2,3,139
5,2017,9,26,0,0,0,2,3,148
1,2017,9,26,0,0,0,2,3,206
4,2017,9,26,0,0,0,2,3,209
1,2017,9,26,0,0,0,2,3,300
2,2017,9,26,0,0,0,2,3,318
1,2017,9,26,0,0,0,2,3,404
1,2017,9,26,0,0,0,2,3,407
1,2017,9,26,0,0,0,2,3,434
1,2017,9,26,0,0,0,2,3,445
1,2017,9,26,0,0,0,2,3,483
3,2017,9,27,0,0,0,3,3,2
2,2017,9,27,0,0,0,3,3,10
1,2017,9,27,0,0,0,3,3,11
1,2017,9,27,0,0,0,3,3,35
1,2017,9,27,0,0,0,3,3,38
1,2017,9,27,0,0,0,3,3,55
10,2017,9,27,0,0,0,3,3,76
3,2017,9,27,0,0,0,3,3,108
8,2017,9,27,0,0,0,3,3,148
7,2017,9,27,0,0,0,3,3,209
1,2017,9,27,0,0,0,3,3,210
1,2017,9,27,0,0,0,3,3,212
1,2017,9,27,0,0,0,3,3,221
1,2017,9,27,0,0,0,3,3,272
2,2017,9,27,0,0,0,3,3,282
1,2017,9,27,0,0,0,3,3,301
1,2017,9,27,0,0,0,3,3,331
1,2017,9,27,0,0,0,3,3,337
2,2017,9,27,0,0,0,3,3,346
1,2017,9,27,0,0,0,3,3,351
1,2017,9,27,0,0,0,3,3,439
1,2017,9,27,0,0,0,3,3,443
1,2017,9,27,0,0,0,3,3,444
1,2017,9,27,0,0,0,3,3,483
1,2017,9,28,0,0,0,4,3,46
1,2017,9,28,0,0,0,4,3,80
1,2017,9,28,0,0,0,4,3,148
1,2017,9,28,0,0,0,4,3,209
1,2017,9,28,0,0,0,4,3,318
1,2017,9,28,0,0,0,4,3,445
1,2017,9,28,0,0,0,4,3,500
2,2017,9,30,0,0,1,6,3,2
3,2017,9,30,0,0,1,6,3,10
1,2017,9,30,0,0,1,6,3,46
5,2017,9,30,0,0,1,6,3,76
1,2017,9,30,0,0,1,6,3,84
1,2017,9,30,0,0,1,6,3,90
2,2017,9,30,0,0,1,6,3,108
1,2017,9,30,0,0,1,6,3,117
1,2017,9,30,0,0,1,6,3,124
1,2017,9,30,0,0,1,6,3,128
5,2017,9,30,0,0,1,6,3,148
1,2017,9,30,0,0,1,6,3,171
3,2017,9,30,0,0,1,6,3,209
1,2017,9,30,0,0,1,6,3,246
1,2017,9,30,0,0,1,6,3,257
1,2017,9,30,0,0,1,6,3,301
2,2017,9,30,0,0,1,6,3,346
1,2017,9,30,0,0,1,6,3,451
1,2017,9,30,0,0,1,6,3,453
1,2017,9,30,0,0,1,6,3,455
1,2017,9,30,0,0,1,6,3,467
1,2017,9,30,0,0,1,6,3,483
1,2017,9,30,0,0,1,6,3,500
2,2017,10,6,1,1,0,5,4,2
2,2017,10,6,1,1,0,5,4,10
6,2017,10,6,1,1,0,5,4,11
1,2017,10,6,1,1,0,5,4,31
1,2017,10,6,1,1,0,5,4,46
1,2017,10,6,1,1,0,5,4,55
1,2017,10,6,1,1,0,5,4,62
7,2017,10,6,1,1,0,5,4,76
2,2017,10,6,1,1,0,5,4,77
1,2017,10,6,1,1,0,5,4,79
3,2017,10,6,1,1,0,5,4,80
2,2017,10,6,1,1,0,5,4,84
1,2017,10,6,1,1,0,5,4,85
1,2017,10,6,1,1,0,5,4,106
4,2017,10,6,1,1,0,5,4,108
2,2017,10,6,1,1,0,5,4,114
2,2017,10,6,1,1,0,5,4,115
5,2017,10,6,1,1,0,5,4,125
1,2017,10,6,1,1,0,5,4,127
3,2017,10,6,1,1,0,5,4,128
1,2017,10,6,1,1,0,5,4,131
1,2017,10,6,1,1,0,5,4,136
1,2017,10,6,1,1,0,5,4,140
2,2017,10,6,1,1,0,5,4,142
1,2017,10,6,1,1,0,5,4,147
11,2017,10,6,1,1,0,5,4,148
7,2017,10,6,1,1,0,5,4,209
1,2017,10,6,1,1,0,5,4,235
2,2017,10,6,1,1,0,5,4,237
1,2017,10,6,1,1,0,5,4,241
2,2017,10,6,1,1,0,5,4,245
1,2017,10,6,1,1,0,5,4,246
1,2017,10,6,1,1,0,5,4,257
2,2017,10,6,1,1,0,5,4,268
2,2017,10,6,1,1,0,5,4,280
1,2017,10,6,1,1,0,5,4,281
1,2017,10,6,1,1,0,5,4,318
2,2017,10,6,1,1,0,5,4,329
1,2017,10,6,1,1,0,5,4,338
1,2017,10,6,1,1,0,5,4,346
1,2017,10,6,1,1,0,5,4,359
1,2017,10,6,1,1,0,5,4,373
3,2017,10,6,1,1,0,5,4,407
2,2017,10,6,1,1,0,5,4,411
2,2017,10,6,1,1,0,5,4,437
1,2017,10,6,1,1,0,5,4,445
2,2017,10,6,1,1,0,5,4,451
2,2017,10,6,1,1,0,5,4,453
2,2017,10,6,1,1,0,5,4,455
1,2017,10,6,1,1,0,5,4,460
2,2017,10,6,1,1,0,5,4,464
2,2017,10,6,1,1,0,5,4,465
2,2017,10,6,1,1,0,5,4,466
2,2017,10,6,1,1,0,5,4,467
3,2017,10,6,1,1,0,5,4,483
1,2017,10,6,1,1,0,5,4,485
1,2017,10,6,1,1,0,5,4,499
1,2017,10,6,1,1,0,5,4,500
5,2017,10,7,1,1,0,6,4,2
4,2017,10,7,1,1,0,6,4,11
1,2017,10,7,1,1,0,6,4,16
1,2017,10,7,1,1,0,6,4,26
1,2017,10,7,1,1,0,6,4,46
7,2017,10,7,1,1,0,6,4,76
1,2017,10,7,1,1,0,6,4,77
1,2017,10,7,1,1,0,6,4,79
2,2017,10,7,1,1,0,6,4,80
4,2017,10,7,1,1,0,6,4,108
3,2017,10,7,1,1,0,6,4,125
1,2017,10,7,1,1,0,6,4,127
2,2017,10,7,1,1,0,6,4,128
2,2017,10,7,1,1,0,6,4,139
1,2017,10,7,1,1,0,6,4,146
8,2017,10,7,1,1,0,6,4,148
4,2017,10,7,1,1,0,6,4,209
1,2017,10,7,1,1,0,6,4,299
5,2017,10,7,1,1,0,6,4,346
2,2017,10,7,1,1,0,6,4,437
1,2017,10,7,1,1,0,6,4,445
2,2017,10,7,1,1,0,6,4,483
3,2017,10,8,0,1,0,7,4,2
2,2017,10,8,0,1,0,7,4,46
4,2017,10,8,0,1,0,7,4,76
1,2017,10,8,0,1,0,7,4,80
3,2017,10,8,0,1,0,7,4,108
4,2017,10,8,0,1,0,7,4,148
1,2017,10,8,0,1,0,7,4,209
1,2017,10,8,0,1,0,7,4,215
1,2017,10,8,0,1,0,7,4,318
3,2017,10,8,0,1,0,7,4,346
1,2017,10,8,0,1,0,7,4,373
1,2017,10,8,0,1,0,7,4,445
1,2017,10,8,0,1,0,7,4,471
2,2017,10,8,0,1,0,7,4,483
2,2017,10,9,0,1,0,1,4,2
3,2017,10,9,0,1,0,1,4,10
1,2017,10,9,0,1,0,1,4,15
4,2017,10,9,0,1,0,1,4,76
1,2017,10,9,0,1,0,1,4,80
1,2017,10,9,0,1,0,1,4,108
2,2017,10,9,0,1,0,1,4,125
1,2017,10,9,0,1,0,1,4,128
5,2017,10,9,0,1,0,1,4,148
1,2017,10,9,0,1,0,1,4,174
1,2017,10,9,0,1,0,1,4,176
1,2017,10,9,0,1,0,1,4,177
3,2017,10,9,0,1,0,1,4,209
1,2017,10,9,0,1,0,1,4,235
1,2017,10,9,0,1,0,1,4,312
1,2017,10,9,0,1,0,1,4,331
1,2017,10,9,0,1,0,1,4,346
2,2017,10,9,0,1,0,1,4,483
3,2017,10,10,0,1,0,2,4,2
2,2017,10,10,0,1,0,2,4,10
1,2017,10,10,0,1,0,2,4,35
1,2017,10,10,0,1,0,2,4,46
5,2017,10,10,0,1,0,2,4,76
2,2017,10,10,0,1,0,2,4,108
5,2017,10,10,0,1,0,2,4,148
3,2017,10,10,0,1,0,2,4,209
1,2017,10,10,0,1,0,2,4,212
1,2017,10,10,0,1,0,2,4,214
1,2017,10,10,0,1,0,2,4,282
2,2017,10,10,0,1,0,2,4,318
2,2017,10,10,0,1,0,2,4,346
1,2017,10,10,0,1,0,2,4,445
1,2017,10,10,0,1,0,2,4,483
2,2017,10,11,0,1,0,3,4,2
3,2017,10,11,0,1,0,3,4,10
1,2017,10,11,0,1,0,3,4,11
1,2017,10,11,0,1,0,3,4,38
1,2017,10,11,0,1,0,3,4,46
4,2017,10,11,0,1,0,3,4,76
1,2017,10,11,0,1,0,3,4,79
3,2017,10,11,0,1,0,3,4,80
1,2017,10,11,0,1,0,3,4,86
1,2017,10,11,0,1,0,3,4,102
3,2017,10,11,0,1,0,3,4,108
1,2017,10,11,0,1,0,3,4,128
7,2017,10,11,0,1,0,3,4,148
4,2017,10,11,0,1,0,3,4,209
1,2017,10,11,0,1,0,3,4,257
1,2017,10,11,0,1,0,3,4,268
1,2017,10,11,0,1,0,3,4,287
3,2017,10,11,0,1,0,3,4,346
2,2017,10,11,0,1,0,3,4,407
1,2017,10,11,0,1,0,3,4,444
1,2017,10,11,0,1,0,3,4,483
1,2017,10,11,0,1,0,3,4,489
2,2017,10,12,0,1,0,4,4,2
4,2017,10,12,0,1,0,4,4,10
1,2017,10,12,0,1,0,4,4,46
6,2017,10,12,0,1,0,4,4,76
2,2017,10,12,0,1,0,4,4,108
1,2017,10,12,0,1,0,4,4,125
6,2017,10,12,0,1,0,4,4,148
1,2017,10,12,0,1,0,4,4,166
1,2017,10,12,0,1,0,4,4,187
1,2017,10,12,0,1,0,4,4,195
4,2017,10,12,0,1,0,4,4,209
1,2017,10,12,0,1,0,4,4,283
1,2017,10,12,0,1,0,4,4,346
1,2017,10,12,0,1,0,4,4,373
1,2017,10,12,0,1,0,4,4,437
2,2017,10,13,0,1,0,5,4,2
5,2017,10,13,0,1,0,5,4,10
3,2017,10,13,0,1,0,5,4,46
6,2017,10,13,0,1,0,5,4,76
2,2017,10,13,0,1,0,5,4,84
1,2017,10,13,0,1,0,5,4,86
2,2017,10,13,0,1,0,5,4,90
1,2017,10,13,0,1,0,5,4,92
2,2017,10,13,0,1,0,5,4,94
2,2017,10,13,0,1,0,5,4,108
3,2017,10,13,0,1,0,5,4,128
1,2017,10,13,0,1,0,5,4,129
1,2017,10,13,0,1,0,5,4,130
6,2017,10,13,0,1,0,5,4,148
1,2017,10,13,0,1,0,5,4,166
1,2017,10,13,0,1,0,5,4,180
4,2017,10,13,0,1,0,5,4,209
1,2017,10,13,0,1,0,5,4,235
1,2017,10,13,0,1,0,5,4,257
1,2017,10,13,0,1,0,5,4,264
1,2017,10,13,0,1,0,5,4,282
2,2017,10,13,0,1,0,5,4,318
1,2017,10,13,0,1,0,5,4,346
1,2017,10,13,0,1,0,5,4,373
2,2017,10,13,0,1,0,5,4,407
1,2017,10,13,0,1,0,5,4,410
1,2017,10,13,0,1,0,5,4,445
2,2017,10,13,0,1,0,5,4,483
2,2017,10,14,0,1,0,6,4,2
9,2017,10,14,0,1,0,6,4,10
2,2017,10,14,0,1,0,6,4,11
2,2017,10,14,0,1,0,6,4,46
10,2017,10,14,0,1,0,6,4,76
2,2017,10,14,0,1,0,6,4,77
3,2017,10,14,0,1,0,6,4,80
1,2017,10,14,0,1,0,6,4,84
2,2017,10,14,0,1,0,6,4,86
1,2017,10,14,0,1,0,6,4,90
1,2017,10,14,0,1,0,6,4,105
2,2017,10,14,0,1,0,6,4,108
1,2017,10,14,0,1,0,6,4,109
3,2017,10,14,0,1,0,6,4,125
1,2017,10,14,0,1,0,6,4,127
1,2017,10,14,0,1,0,6,4,128
13,2017,10,14,0,1,0,6,4,148
1,2017,10,14,0,1,0,6,4,189
11,2017,10,14,0,1,0,6,4,209
1,2017,10,14,0,1,0,6,4,246
1,2017,10,14,0,1,0,6,4,271
1,2017,10,14,0,1,0,6,4,280
1,2017,10,14,0,1,0,6,4,299
2,2017,10,14,0,1,0,6,4,318
1,2017,10,14,0,1,0,6,4,346
1,2017,10,14,0,1,0,6,4,359
1,2017,10,14,0,1,0,6,4,385
1,2017,10,14,0,1,0,6,4,437
2,2017,10,14,0,1,0,6,4,483
1,2017,10,14,0,1,0,6,4,487
1,2017,10,15,0,1,0,7,4,2
1,2017,10,15,0,1,0,7,4,10
2,2017,10,15,0,1,0,7,4,76
1,2017,10,15,0,1,0,7,4,108
2,2017,10,15,0,1,0,7,4,148
1,2017,10,15,0,1,0,7,4,209
1,2017,10,15,0,1,0,7,4,318
1,2017,10,15,0,1,0,7,4,483
2,2017,10,16,0,1,0,1,4,2
5,2017,10,16,0,1,0,1,4,10
1,2017,10,16,0,1,0,1,4,15
1,2017,10,16,0,1,0,1,4,42
1,2017,10,16,0,1,0,1,4,46
1,2017,10,16,0,1,0,1,4,52
4,2017,10,16,0,1,0,1,4,76
1,2017,10,16,0,1,0,1,4,79
1,2017,10,16,0,1,0,1,4,80
1,2017,10,16,0,1,0,1,4,84
2,2017,10,16,0,1,0,1,4,86
1,2017,10,16,0,1,0,1,4,90
1,2017,10,16,0,1,0,1,4,92
2,2017,10,16,0,1,0,1,4,108
1,2017,10,16,0,1,0,1,4,128
1,2017,10,16,0,1,0,1,4,130
5,2017,10,16,0,1,0,1,4,148
5,2017,10,16,0,1,0,1,4,209
1,2017,10,16,0,1,0,1,4,257
1,2017,10,16,0,1,0,1,4,268
1,2017,10,16,0,1,0,1,4,300
1,2017,10,16,0,1,0,1,4,346
1,2017,10,16,0,1,0,1,4,437
1,2017,10,16,0,1,0,1,4,459
1,2017,10,16,0,1,0,1,4,461
1,2017,10,16,0,1,0,1,4,471
2,2017,10,16,0,1,0,1,4,483
1,2017,10,17,0,1,0,2,4,2
4,2017,10,17,0,1,0,2,4,10
1,2017,10,17,0,1,0,2,4,11
2,2017,10,17,0,1,0,2,4,46
5,2017,10,17,0,1,0,2,4,76
1,2017,10,17,0,1,0,2,4,77
1,2017,10,17,0,1,0,2,4,80
1,2017,10,17,0,1,0,2,4,108
2,2017,10,17,0,1,0,2,4,128
1,2017,10,17,0,1,0,2,4,136
1,2017,10,17,0,1,0,2,4,146
6,2017,10,17,0,1,0,2,4,148
1,2017,10,17,0,1,0,2,4,171
1,2017,10,17,0,1,0,2,4,172
1,2017,10,17,0,1,0,2,4,174
1,2017,10,17,0,1,0,2,4,176
5,2017,10,17,0,1,0,2,4,209
1,2017,10,17,0,1,0,2,4,237
2,2017,10,17,0,1,0,2,4,268
1,2017,10,17,0,1,0,2,4,318
1,2017,10,17,0,1,0,2,4,319
1,2017,10,17,0,1,0,2,4,337
1,2017,10,17,0,1,0,2,4,346
1,2017,10,17,0,1,0,2,4,373
1,2017,10,17,0,1,0,2,4,392
1,2017,10,17,0,1,0,2,4,404
1,2017,10,17,0,1,0,2,4,405
1,2017,10,17,0,1,0,2,4,443
1,2017,10,17,0,1,0,2,4,467
1,2017,10,17,0,1,0,2,4,471
2,2017,10,17,0,1,0,2,4,483
2,2017,10,17,0,1,0,2,4,485
3,2017,10,18,0,1,0,3,4,2
2,2017,10,18,0,1,0,3,4,11
1,2017,10,18,0,1,0,3,4,46
4,2017,10,18,0,1,0,3,4,76
3,2017,10,18,0,1,0,3,4,108
1,2017,10,18,0,1,0,3,4,109
1,2017,10,18,0,1,0,3,4,125
5,2017,10,18,0,1,0,3,4,148
1,2017,10,18,0,1,0,3,4,209
2,2017,10,18,0,1,0,3,4,318
4,2017,10,18,0,1,0,3,4,346
1,2017,10,18,0,1,0,3,4,357
9,2017,10,21,0,1,0,6,4,2
3,2017,10,21,0,1,0,6,4,10
2,2017,10,21,0,1,0,6,4,11
1,2017,10,21,0,1,0,6,4,14
1,2017,10,21,0,1,0,6,4,32
3,2017,10,21,0,1,0,6,4,46
14,2017,10,21,0,1,0,6,4,76
1,2017,10,21,0,1,0,6,4,86
8,2017,10,21,0,1,0,6,4,108
4,2017,10,21,0,1,0,6,4,125
1,2017,10,21,0,1,0,6,4,128
14,2017,10,21,0,1,0,6,4,148
7,2017,10,21,0,1,0,6,4,209
1,2017,10,21,0,1,0,6,4,242
2,2017,10,21,0,1,0,6,4,318
1,2017,10,21,0,1,0,6,4,343
1,2017,10,21,0,1,0,6,4,407
1,2017,10,21,0,1,0,6,4,434
1,2017,10,21,0,1,0,6,4,483
1,2017,10,24,0,1,0,2,4,2
2,2017,10,24,0,1,0,2,4,10
1,2017,10,24,0,1,0,2,4,46
2,2017,10,24,0,1,0,2,4,76
1,2017,10,24,0,1,0,2,4,108
2,2017,10,24,0,1,0,2,4,148
1,2017,10,24,0,1,0,2,4,209
1,2017,10,24,0,1,0,2,4,318
1,2017,10,24,0,1,0,2,4,346
1,2017,10,29,0,1,0,7,4,2
1,2017,10,29,0,1,0,7,4,11
2,2017,10,29,0,1,0,7,4,76
1,2017,10,29,0,1,0,7,4,77
1,2017,10,29,0,1,0,7,4,80
1,2017,10,29,0,1,0,7,4,108
2,2017,10,29,0,1,0,7,4,125
1,2017,10,29,0,1,0,7,4,133
3,2017,10,29,0,1,0,7,4,148
1,2017,10,29,0,1,0,7,4,166
2,2017,10,29,0,1,0,7,4,209
1,2017,10,29,0,1,0,7,4,259
1,2017,10,29,0,1,0,7,4,268
1,2017,10,29,0,1,0,7,4,318
1,2017,10,29,0,1,0,7,4,346
1,2017,10,29,0,1,0,7,4,351
1,2017,10,29,0,1,0,7,4,411
1,2017,10,29,0,1,0,7,4,427
1,2017,10,29,0,1,0,7,4,467
1,2017,10,29,0,1,0,7,4,471
1,2017,10,29,0,1,0,7,4,485
5,2017,10,30,0,1,0,1,4,2
1,2017,10,30,0,1,0,1,4,10
2,2017,10,30,0,1,0,1,4,11
1,2017,10,30,0,1,0,1,4,38
3,2017,10,30,0,1,0,1,4,46
1,2017,10,30,0,1,0,1,4,52
11,2017,10,30,0,1,0,1,4,76
1,2017,10,30,0,1,0,1,4,77
3,2017,10,30,0,1,0,1,4,80
2,2017,10,30,0,1,0,1,4,84
1,2017,10,30,0,1,0,1,4,86
1,2017,10,30,0,1,0,1,4,90
2,2017,10,30,0,1,0,1,4,94
5,2017,10,30,0,1,0,1,4,108
4,2017,10,30,0,1,0,1,4,125
1,2017,10,30,0,1,0,1,4,138
1,2017,10,30,0,1,0,1,4,146
13,2017,10,30,0,1,0,1,4,148
2,2017,10,30,0,1,0,1,4,166
8,2017,10,30,0,1,0,1,4,209
1,2017,10,30,0,1,0,1,4,270
1,2017,10,30,0,1,0,1,4,300
2,2017,10,30,0,1,0,1,4,301
